"","site_proj_comm","treatment","site_code","project_name","data_type","species_matched","avg_distance_all","avg_distance_NN","sd_distance_all","sd_distance_NN","n_obs","data_set"
"KBS_T7_0.Rumex crispus.T0F11","KBS_T7_0","T0F1","KBS","T7","Biomass","Rumex crispus",0.334808185820922,0.298357099224608,0.0575600603916519,0.0691146368372103,68,"winner_winner"
"KBS_T7_0.Rumex obtusifolius.T0F11","KBS_T7_0","T0F1","KBS","T7","Biomass","Rumex obtusifolius",0.331279087914193,0.245540566023137,0.0627270657720949,0.12781171086012,9,"winner_winner"
"CLE_Imagine_0.Alopecurus pratensis.TD1","CLE_Imagine_0","TD","CLE","Imagine","cover","Alopecurus pratensis",0.194055507404267,0.194055507404267,0.0458885505968348,0.0458885505968348,7,"winner_winner"
"CLE_Imagine_0.Arrhenatherum elatius.TD1","CLE_Imagine_0","TD","CLE","Imagine","cover","Arrhenatherum elatius",0.194055507404267,0.194055507404267,0.0458885505968348,0.0458885505968348,7,"winner_winner"
"CLE_Imagine_0.Alopecurus pratensis.TDCO21","CLE_Imagine_0","TDCO2","CLE","Imagine","cover","Alopecurus pratensis",0.381934973429423,0.381934973429423,0.00231403807702706,0.00231403807702706,3,"winner_winner"
"CLE_Imagine_0.Vicia sativa.TDCO21","CLE_Imagine_0","TDCO2","CLE","Imagine","cover","Vicia sativa",0.381934973429423,0.381934973429423,0.00231403807702706,0.00231403807702706,3,"winner_winner"
"SEV_WENNDEx_0.Descurainia pinnata.TN1","SEV_WENNDEx_0","TN","SEV","WENNDEx","cover","Descurainia pinnata",0.458328993467486,0.458328993467486,0.0351422810690951,0.0351422810690951,7,"winner_winner"
"LATNJA_CLIP_Meadow.Empetrum nigrum.TN1","LATNJA_CLIP_Meadow","TN","LATNJA","CLIP","cover","Empetrum nigrum",0.32818765114522,0.32818765114522,0.0177494257778653,0.0177494257778653,4,"winner_winner"
"SEV_WENNDEx_0.Nama hispida.TN1","SEV_WENNDEx_0","TN","SEV","WENNDEx","cover","Nama hispida",0.458328993467486,0.458328993467486,0.0351422810690951,0.0351422810690951,7,"winner_winner"
"LATNJA_CLIP_Meadow.Saussurea alpina.TN1","LATNJA_CLIP_Meadow","TN","LATNJA","CLIP","cover","Saussurea alpina",0.296194944061218,0.296194944061218,0.0731706780028483,0.0731706780028483,5,"winner_winner"
"LATNJA_CLIP_Meadow.Viola biflora.TN1","LATNJA_CLIP_Meadow","TN","LATNJA","CLIP","cover","Viola biflora",0.168224115725213,0.168224115725213,NA,NA,1,"winner_winner"
"SEV_WENNDEx_0.Descurainia pinnata.TP1","SEV_WENNDEx_0","TP","SEV","WENNDEx","cover","Descurainia pinnata",0.560133643282145,0.560133643282145,0.0108760489528032,0.0108760489528032,3,"winner_winner"
"SEV_WENNDEx_0.Salsola kali.TP1","SEV_WENNDEx_0","TP","SEV","WENNDEx","cover","Salsola kali",0.560133643282145,0.560133643282145,0.0108760489528032,0.0108760489528032,3,"winner_winner"
"SEV_WENNDEx_0.Descurainia pinnata.TPN1","SEV_WENNDEx_0","TPN","SEV","WENNDEx","cover","Descurainia pinnata",0.52354906923949,0.49972360108681,0.0628036014992712,0.0916248394305565,16,"winner_winner"
"SEV_WENNDEx_0.Erigeron divergens.TPN1","SEV_WENNDEx_0","TPN","SEV","WENNDEx","cover","Erigeron divergens",0.426258585057393,0.36868549155293,0.075201060913618,0.0197539285823695,4,"winner_winner"
"SEV_WENNDEx_0.Nama hispida.TPN1","SEV_WENNDEx_0","TPN","SEV","WENNDEx","cover","Nama hispida",0.420763675996086,0.394202245433004,0.0492278884947601,0.0619732668146432,7,"winner_winner"
"SEV_WENNDEx_0.Salsola kali.TPN1","SEV_WENNDEx_0","TPN","SEV","WENNDEx","cover","Salsola kali",0.545978854510399,0.526237354593167,0.0739110637894425,0.0958357386679718,13,"winner_winner"
"KAEFS_WAPAClip_0.Croton monanthogynus.U CH1","KAEFS_WAPAClip_0","U CH","KAEFS","WAPAClip","pinhits","Croton monanthogynus",0.197604735729759,0.197604735729759,0.000155487982106196,0.000155487982106196,2,"winner_winner"
"KAEFS_WAPAClip_0.Geranium carolinianum.U CH1","KAEFS_WAPAClip_0","U CH","KAEFS","WAPAClip","pinhits","Geranium carolinianum",0.197604735729759,0.197604735729759,0.000155487982106196,0.000155487982106196,2,"winner_winner"
"KNZ_BGP_0.Ambrosia artemisiifolia.u_u_b1","KNZ_BGP_0","u_u_b","KNZ","BGP","cover","Ambrosia artemisiifolia",0.329452052149027,0.329452052149027,0.0392017471435281,0.0392017471435281,3,"winner_winner"
"KNZ_BGP_0.Helianthus annuus.u_u_b1","KNZ_BGP_0","u_u_b","KNZ","BGP","cover","Helianthus annuus",0.329452052149027,0.329452052149027,0.0392017471435281,0.0392017471435281,3,"winner_winner"
"KNZ_BGP_0.Ambrosia artemisiifolia.u_u_n1","KNZ_BGP_0","u_u_n","KNZ","BGP","cover","Ambrosia artemisiifolia",0.271888063617824,0.271888063617824,0.0181284247300753,0.0181284247300753,3,"winner_winner"
"KNZ_BGP_0.Rubus occidentalis.u_u_n1","KNZ_BGP_0","u_u_n","KNZ","BGP","cover","Rubus occidentalis",0.271888063617824,0.271888063617824,0.0181284247300753,0.0181284247300753,3,"winner_winner"
"KNZ_BGP_0.Amorpha canescens.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Amorpha canescens",0.396230701523562,0.349109922655976,NA,NA,1,"winner_winner"
"KNZ_BGP_0.Asclepias syriaca.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Asclepias syriaca",0.161631174370532,0.125441478004007,0.0331569460476308,0.0224953765047174,4,"winner_winner"
"KNZ_BGP_0.Carex brevior.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Carex brevior",0.233819013852787,0.166958233603265,0.060787221634577,0.0671982825854074,20,"winner_winner"
"KNZ_BGP_0.Elymus canadensis.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Elymus canadensis",0.173522512277771,0.118020926810852,0.0292198684486552,0.0363859003749775,11,"winner_winner"
"KNZ_BGP_0.Muhlenbergia racemosa.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Muhlenbergia racemosa",0.27748089438169,0.240238968912114,0.00570063648554865,0.0121919914354584,3,"winner_winner"
"KNZ_BGP_0.Poa pratensis.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Poa pratensis",0.159380081410918,0.132827801172112,0.0381797922904824,0.037289695103661,18,"winner_winner"
"KNZ_BGP_0.Solidago rigida.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Solidago rigida",0.198910797330658,0.161764367693808,0.0619152025072732,0.0668686620633632,7,"winner_winner"
"KNZ_BGP_0.Symphoricarpos orbiculatus.u_u_p1","KNZ_BGP_0","u_u_p","KNZ","BGP","cover","Symphoricarpos orbiculatus",0.197041251874958,0.146778116776702,0.0688970364948914,0.0774367153123271,22,"winner_winner"
"maerc_fireplots_0.Eupatorium capillifolium.uupu1","maerc_fireplots_0","uupu","maerc","fireplots","cover","Eupatorium capillifolium",0.559365252457636,0.559365252457636,NA,NA,1,"winner_winner"
"maerc_fireplots_0.Spartina bakeri.uupu1","maerc_fireplots_0","uupu","maerc","fireplots","cover","Spartina bakeri",0.559365252457636,0.559365252457636,NA,NA,1,"winner_winner"
"NWT_ATWE_0.Carex rupestris.w1","NWT_ATWE_0","w","NWT","ATWE","cover","Carex rupestris",0.463581569231595,0.463581569231595,0.0179756367178064,0.0179756367178064,12,"winner_winner"
"NWT_ATWE_0.Cymopterus alpinus.w1","NWT_ATWE_0","w","NWT","ATWE","cover","Cymopterus alpinus",0.463581569231595,0.463581569231595,0.0179756367178064,0.0179756367178064,12,"winner_winner"
"AZI_EELplot_0.Agrostis vinealis.W1","AZI_EELplot_0","W","AZI","EELplot","density","Agrostis vinealis",0.149193889665469,0.0712331379535258,0.00672864919611558,0.000613155975606883,2,"winner_winner"
"AZI_EELplot_0.Anaphalis lactea.W1","AZI_EELplot_0","W","AZI","EELplot","density","Anaphalis lactea",0.22007940975053,0.185195528746875,0.0430631975028993,0.0790859609300735,8,"winner_winner"
"LG_HerbWood_0.Brachyscome perpusilla.W1","LG_HerbWood_0","W","LG","HerbWood","frequency","Brachyscome perpusilla",0.221187046666489,0.180848172763789,0.05093273760639,0.0764442490279825,8,"winner_winner"
"ANG_watering_0.Bromus diandrus.W1","ANG_watering_0","W","ANG","watering","pin","Bromus diandrus",0.412345823707807,0.408131645142675,0.0699887738745762,0.0785467563377183,36,"winner_winner"
"SFREC_GrazePrecip_G2.Bromus hordeaceus.W1","SFREC_GrazePrecip_G2","W","SFREC","GrazePrecip","cover","Bromus hordeaceus",0.266261203777345,0.206966720887979,0.065356417216426,0.0279622980238785,9,"winner_winner"
"SFREC_GrazePrecip_G2.Bromus madritensis.W1","SFREC_GrazePrecip_G2","W","SFREC","GrazePrecip","cover","Bromus madritensis",0.29645839420862,0.266430847379828,0.144511675182263,0.153748286112261,11,"winner_winner"
"ANG_watering_0.Cerastium glomeratum.W1","ANG_watering_0","W","ANG","watering","pin","Cerastium glomeratum",0.413982923583106,0.384831673089911,0.0410349210469203,0.0557743978110689,8,"winner_winner"
"ANG_watering_0.Danthonia californica.W1","ANG_watering_0","W","ANG","watering","pin","Danthonia californica",0.436768037754778,0.432665027394076,0.0334945459198903,0.0329390320803075,30,"winner_winner"
"AZI_EELplot_0.Daucus carota.W1","AZI_EELplot_0","W","AZI","EELplot","density","Daucus carota",0.338027815279039,0.312323555550645,0.0419873528050016,0.0663330298078466,6,"winner_winner"
"ANG_watering_0.Geranium dissectum.W1","ANG_watering_0","W","ANG","watering","pin","Geranium dissectum",0.234404059181526,0.22400637537646,0.0973383737333806,0.103163988824315,4,"winner_winner"
"LG_HerbWood_0.Hydrocotyle foveolata.W1","LG_HerbWood_0","W","LG","HerbWood","frequency","Hydrocotyle foveolata",0.367353681535262,0.343384079639007,0.0294223457339278,0.0355783828263672,18,"winner_winner"
"DL_NSFC_0.Leymus chinensis.W1","DL_NSFC_0","W","DL","NSFC","0","Leymus chinensis",0.113830358007771,0.102534118959754,0.0514337621448095,0.0568590435778689,8,"winner_winner"
"SFREC_GrazePrecip_G2.Lolium multiflorum.W1","SFREC_GrazePrecip_G2","W","SFREC","GrazePrecip","cover","Lolium multiflorum",0.42628403777767,0.397234419079446,0.121572636957297,0.134671794385177,7,"winner_winner"
"AZI_EELplot_0.Plantago asiatica.W1","AZI_EELplot_0","W","AZI","EELplot","density","Plantago asiatica",0.242642254576992,0.231950652482935,0.0688821929682065,0.0744618884897262,5,"winner_winner"
"LG_HerbWood_0.Pogonolepis muelleriana.W1","LG_HerbWood_0","W","LG","HerbWood","frequency","Pogonolepis muelleriana",0.285718723349643,0.212228819705683,0.0712092077268685,0.0886419684981052,14,"winner_winner"
"DL_NSFC_0.Stipa sibirica.W1","DL_NSFC_0","W","DL","NSFC","0","Stipa sibirica",0.179636135201042,0.173979367779996,0.0317428743260827,0.0361965261100477,6,"winner_winner"
"LG_HerbWood_0.Stuartina muelleri.W1","LG_HerbWood_0","W","LG","HerbWood","frequency","Stuartina muelleri",0.287636581305139,0.235779154435472,0.0862463616891316,0.139376004856778,8,"winner_winner"
"DL_NSFC_0.Thalictrum petaloideum.W1","DL_NSFC_0","W","DL","NSFC","0","Thalictrum petaloideum",0.111936338981443,0.0912179194963749,0.0666503248205733,0.0699017516169966,6,"winner_winner"
"MNR_watfer_0.Torilis arvensis.W1","MNR_watfer_0","W","MNR","watfer","cover","Torilis arvensis",0.330368792743884,0.330368792743884,0.0106648849180552,0.0106648849180552,5,"winner_winner"
"AZI_EELplot_0.Trichophorum pumilum.W1","AZI_EELplot_0","W","AZI","EELplot","density","Trichophorum pumilum",0.268528968808081,0.21312805408542,0.0840810390707368,0.116988720672523,5,"winner_winner"
"MNR_watfer_0.Vicia villosa.W1","MNR_watfer_0","W","MNR","watfer","cover","Vicia villosa",0.330368792743884,0.330368792743884,0.0106648849180552,0.0106648849180552,5,"winner_winner"
"LG_HerbWood_0.Wahlenbergia gracilenta.W1","LG_HerbWood_0","W","LG","HerbWood","frequency","Wahlenbergia gracilenta",0.227352698910777,0.155696178236361,0.0520088512624924,0.0773023592003606,8,"winner_winner"
"BUX_PQ_0.Galium sterneri.warm1","BUX_PQ_0","warm","BUX","PQ","pin","Galium sterneri",0.333134736974423,0.287028071413431,0.0304254924410758,0.0626824612446091,6,"winner_winner"
"BUX_PQ_0.Helianthemum nummularium.warm1","BUX_PQ_0","warm","BUX","PQ","pin","Helianthemum nummularium",0.293909713683067,0.289187053234365,0.0168947920982577,0.0239934903017004,27,"winner_winner"
"BUX_PQ_0.Jacobaea vulgaris.warm1","BUX_PQ_0","warm","BUX","PQ","pin","Jacobaea vulgaris",0.314379907139427,0.305438727121741,0.0364995564974702,0.0437434441336434,7,"winner_winner"
"BUX_PQ_0.Sanguisorba minor.warm1","BUX_PQ_0","warm","BUX","PQ","pin","Sanguisorba minor",0.316818777023337,0.30976156297751,0.0259094028417502,0.0243844763469147,30,"winner_winner"
"BUX_PQ_0.Festuca ovina.warm dry1","BUX_PQ_0","warm dry","BUX","PQ","pin","Festuca ovina",0.247730046936613,0.240507144627929,0.0435988473727194,0.0415247159599744,60,"winner_winner"
"BUX_PQ_0.Luzula campestris.warm dry1","BUX_PQ_0","warm dry","BUX","PQ","pin","Luzula campestris",0.329840496240331,0.322372542156162,0.0259358380848877,0.0264734598399104,12,"winner_winner"
"BUX_PQ_0.Sanguisorba minor.warm dry1","BUX_PQ_0","warm dry","BUX","PQ","pin","Sanguisorba minor",0.240117680778015,0.234086826576067,0.0329111743991329,0.0311320678070086,57,"winner_winner"
"BUX_PQ_0.Carex hostiana.warm wet1","BUX_PQ_0","warm wet","BUX","PQ","pin","Carex hostiana",0.277435796652631,0.277435796652631,NA,NA,1,"winner_winner"
"BUX_PQ_0.Jacobaea vulgaris.warm wet1","BUX_PQ_0","warm wet","BUX","PQ","pin","Jacobaea vulgaris",0.277435796652631,0.277435796652631,NA,NA,1,"winner_winner"
"TAS_FACE_0.Convolvulus erubescens.WarmedControl1","TAS_FACE_0","WarmedControl","TAS","FACE","abundance","Convolvulus erubescens",0.311104239021778,0.251734944259227,0.0235806399150124,0.0224697792677276,4,"winner_winner"
"TAS_FACE_0.Crassula sieberiana.WarmedControl1","TAS_FACE_0","WarmedControl","TAS","FACE","abundance","Crassula sieberiana",0.379789326172117,0.359195424703394,0.0164010078348595,0.0157494135640298,3,"winner_winner"
"TAS_FACE_0.Dichondra repens.WarmedControl1","TAS_FACE_0","WarmedControl","TAS","FACE","abundance","Dichondra repens",0.295658812920236,0.251734944259227,0.0154192032900939,0.0224697792677276,4,"winner_winner"
"TAS_FACE_0.Aira praecox.WarmedFACE1","TAS_FACE_0","WarmedFACE","TAS","FACE","abundance","Aira praecox",0.309912162841643,0.261065345853955,0.0299300839289264,0.0646284800988518,3,"winner_winner"
"TAS_FACE_0.Bromus hordeaceus.WarmedFACE1","TAS_FACE_0","WarmedFACE","TAS","FACE","abundance","Bromus hordeaceus",0.207884193084218,0.174166900258059,0.0635404273724742,0.0238121446054278,5,"winner_winner"
"TAS_FACE_0.Convolvulus erubescens.WarmedFACE1","TAS_FACE_0","WarmedFACE","TAS","FACE","abundance","Convolvulus erubescens",0.275826549585038,0.234381694276634,0.0971889238381503,0.0918748046278628,8,"winner_winner"
"TAS_FACE_0.Crassula sieberiana.WarmedFACE1","TAS_FACE_0","WarmedFACE","TAS","FACE","abundance","Crassula sieberiana",0.406257244186653,0.378656778817058,0.0251151299153286,0.0269851506431602,4,"winner_winner"
"Finse_WarmNut_0.Bartsia alpina.warming1","Finse_WarmNut_0","warming","Finse","WarmNut","proportion subplots present","Bartsia alpina",0.293851872833012,0.230119457823574,0.0906448952146989,0.103764845073434,19,"winner_winner"
"Finse_WarmNut_0.Gentiana nivalis.warming1","Finse_WarmNut_0","warming","Finse","WarmNut","proportion subplots present","Gentiana nivalis",0.504899941803586,0.427991106199187,0.0715323738087515,0.14073948224421,7,"winner_winner"
"Finse_WarmNut_0.Juncus trifidus.warming1","Finse_WarmNut_0","warming","Finse","WarmNut","proportion subplots present","Juncus trifidus",0.384891585039527,0.313308785004205,0.108538879938748,0.133774204328031,12,"winner_winner"
"Finse_WarmNut_0.Oxytropis lapponica.warming1","Finse_WarmNut_0","warming","Finse","WarmNut","proportion subplots present","Oxytropis lapponica",0.422311415886479,0.366160301824168,0.0360878820881529,0.0536548624744079,9,"winner_winner"
"Finse_WarmNut_0.Parnassia palustris.warming1","Finse_WarmNut_0","warming","Finse","WarmNut","proportion subplots present","Parnassia palustris",0.240751925609993,0.179083013411059,0.0561681674891097,0.0548179648835872,12,"winner_winner"
"Finse_WarmNut_0.Bartsia alpina.warming + nutrient addition1","Finse_WarmNut_0","warming + nutrient addition","Finse","WarmNut","proportion subplots present","Bartsia alpina",0.19984050635666,0.178573222549702,0.0270983504734241,0.0321408174132403,22,"winner_winner"
"Finse_WarmNut_0.Carex atrofusca.warming + nutrient addition1","Finse_WarmNut_0","warming + nutrient addition","Finse","WarmNut","proportion subplots present","Carex atrofusca",0.207262324703335,0.163749443032479,0.0255253631201906,0.0184175767229547,5,"winner_winner"
"Finse_WarmNut_0.Cerastium alpinum.warming + nutrient addition1","Finse_WarmNut_0","warming + nutrient addition","Finse","WarmNut","proportion subplots present","Cerastium alpinum",0.248316295730801,0.190675630915918,0.062796196761122,0.0684278088285321,20,"winner_winner"
"Finse_WarmNut_0.Poa alpina.warming + nutrient addition1","Finse_WarmNut_0","warming + nutrient addition","Finse","WarmNut","proportion subplots present","Poa alpina",0.297864894057098,0.255556470407093,0.0460634437891899,0.060075792898712,16,"winner_winner"
"BUX_PQ_0.Carex hostiana.wet1","BUX_PQ_0","wet","BUX","PQ","pin","Carex hostiana",0.235211410420282,0.235211410420282,0.0249305033361407,0.0249305033361407,11,"winner_winner"
"BUX_PQ_0.Centaurea nigra.wet1","BUX_PQ_0","wet","BUX","PQ","pin","Centaurea nigra",0.243890850891284,0.243890850891284,0.0173412922335395,0.0173412922335395,9,"winner_winner"
"BUX_PQ_0.Galium sterneri.wet1","BUX_PQ_0","wet","BUX","PQ","pin","Galium sterneri",0.196153928300774,0.196153928300774,0.00897600324546753,0.00897600324546753,2,"winner_winner"
"LEFT_PME_0.Lactuca serriola.winwet1","LEFT_PME_0","winwet","LEFT","PME","relative density","Lactuca serriola",0.387241285529259,0.387241285529259,0.0324311731755171,0.0324311731755171,3,"winner_winner"
"LEFT_PME_0.Poa pratensis.winwet1","LEFT_PME_0","winwet","LEFT","PME","relative density","Poa pratensis",0.387241285529259,0.387241285529259,0.0324311731755171,0.0324311731755171,3,"winner_winner"
"LEFT_PME_0.Poa compressa.winwet_sumwet1","LEFT_PME_0","winwet_sumwet","LEFT","PME","relative density","Poa compressa",0.284252943637158,0.127470831999711,0.129043689805339,0.192159656926173,10,"winner_winner"
"LEFT_PME_0.Poa pratensis.winwet_sumwet1","LEFT_PME_0","winwet_sumwet","LEFT","PME","relative density","Poa pratensis",0.272323790838987,0.122096714865965,0.120849462317493,0.180856692310358,10,"winner_winner"
"LEFT_PME_0.Psoralea tenuiflora.winwet_sumwet1","LEFT_PME_0","winwet_sumwet","LEFT","PME","relative density","Psoralea tenuiflora",0.475811704264195,0.4698525809329,0.0111229286256817,0.01282136116038,11,"winner_winner"
"DL_NSFC_0.Iris tenuifolia.WN1","DL_NSFC_0","WN","DL","NSFC","0","Iris tenuifolia",0.183968452334491,0.183968452334491,0.018439226188302,0.018439226188302,7,"winner_winner"
"DL_NSFC_0.Leymus chinensis.WN1","DL_NSFC_0","WN","DL","NSFC","0","Leymus chinensis",0.183968452334491,0.183968452334491,0.018439226188302,0.018439226188302,7,"winner_winner"
"Manitoba_CCD_0.Agastache foeniculum.WNA1","Manitoba_CCD_0","WNA","Manitoba","CCD","cover","Agastache foeniculum",0.166377435810521,0.138694664017125,0.0269759368998415,0.0384607128627423,5,"winner_winner"
"Manitoba_CCD_0.Symphyotrichum laeve.WNA1","Manitoba_CCD_0","WNA","Manitoba","CCD","cover","Symphyotrichum laeve",0.142392943430336,0.136116558688543,0.0720390128643547,0.077172299502512,10,"winner_winner"
"Manitoba_CCD_0.Thalictrum venulosum.WNA1","Manitoba_CCD_0","WNA","Manitoba","CCD","cover","Thalictrum venulosum",0.160783794757686,0.142494912359058,0.0656968948114453,0.0762071176496181,11,"winner_winner"
"NWT_snow_0.Caltha leptosepala.XNW1","NWT_snow_0","XNW","NWT","snow","hits","Caltha leptosepala",0.293762225931969,0.23251607826052,0.0730442390642631,0.10294680864692,68,"winner_winner"
"NWT_snow_0.Poa alpina.XNW1","NWT_snow_0","XNW","NWT","snow","hits","Poa alpina",0.289889223884174,0.215970859432793,0.0119578428690788,0.0110762946814715,7,"winner_winner"
"NWT_snow_0.Rhodiola integrifolia.XNW1","NWT_snow_0","XNW","NWT","snow","hits","Rhodiola integrifolia",0.353095594004507,0.333576210550662,0.0373427024842967,0.047563014106677,66,"winner_winner"
"NWT_snow_0.Stellaria longipes.XNW1","NWT_snow_0","XNW","NWT","snow","hits","Stellaria longipes",0.236401126859534,0.183287623831486,0.0297851547591143,0.0390506578326405,53,"winner_winner"
"NWT_snow_0.Poa alpina.XNX1","NWT_snow_0","XNX","NWT","snow","hits","Poa alpina",0.2471350170355,0.208866134908195,0.0432043151794402,0.0871306058548447,4,"winner_winner"
"NWT_snow_0.Stellaria longipes.XNX1","NWT_snow_0","XNX","NWT","snow","hits","Stellaria longipes",0.255435699479419,0.225467499796033,0.0337671472680546,0.0680332197307636,4,"winner_winner"
"NWT_snow_0.Trisetum spicatum.XNX1","NWT_snow_0","XNX","NWT","snow","hits","Trisetum spicatum",0.150232031197829,0.13363066630999,0,0,2,"winner_winner"
"NWT_snow_0.Potentilla diversifolia.XXW1","NWT_snow_0","XXW","NWT","snow","hits","Potentilla diversifolia",0.342534866545013,0.336150206664552,0.0424964632441241,0.053263918451396,47,"winner_winner"
"NWT_snow_0.Stellaria longipes.XXW1","NWT_snow_0","XXW","NWT","snow","hits","Stellaria longipes",0.349418266581779,0.33894191810003,0.0348974697072908,0.0631389756105204,43,"winner_winner"
"NWT_snow_0.Trisetum spicatum.XXW1","NWT_snow_0","XXW","NWT","snow","hits","Trisetum spicatum",0.213653399188883,0.196941846929606,0.0182941083169088,0.0331162570891777,9,"winner_winner"
"SR_Nitrogen_P.Brassica nigra.0_NITROGEN2","SR_Nitrogen_P","0_NITROGEN","SR","Nitrogen","biomass","Brassica nigra",0.419668857666215,0.353872253538863,0.00065977902486153,0.0327857810841222,2,"winner_loser"
"SR_Nitrogen_P.Bromus diandrus.0_NITROGEN2","SR_Nitrogen_P","0_NITROGEN","SR","Nitrogen","biomass","Bromus diandrus",0.354914116059735,0.242599583337305,0.0367312967773913,0.0674444994738361,6,"winner_loser"
"SR_Nitrogen_P.Lolium multiflorum.0_NITROGEN2","SR_Nitrogen_P","0_NITROGEN","SR","Nitrogen","biomass","Lolium multiflorum",0.338892010962258,0.320294813210645,0.0318277695171958,0.0335973175054226,3,"winner_loser"
"NANT_wet_Nant-Mrsh_TNC_S.Cuscuta gronovii.0N1P2","NANT_wet_Nant-Mrsh_TNC_S","0N1P","NANT","wet","cover","Cuscuta gronovii",0.477475966350057,0.44854329015997,NA,NA,1,"winner_loser"
"NANT_wet_Nant-Mrsh_TNC_S.Elymus virginicus.0N1P2","NANT_wet_Nant-Mrsh_TNC_S","0N1P","NANT","wet","cover","Elymus virginicus",0.34471806510819,0.278815462694861,NA,NA,1,"winner_loser"
"CDR_e001_A.Panicum acuminatum.12","CDR_e001_A","1","CDR","e001","biomass","Panicum acuminatum",0.282731927321715,0.178847482435211,0.00472306681273679,0.00657954498213795,2,"winner_loser"
"CDR_e001_A.Penstemon gracilis.12","CDR_e001_A","1","CDR","e001","biomass","Penstemon gracilis",0.357500549413885,0.292949550082108,NA,NA,1,"winner_loser"
"CDR_e001_A.Rumex acetosella.12","CDR_e001_A","1","CDR","e001","biomass","Rumex acetosella",0.29947218438431,0.28352319421262,0.00401580934857296,0.00526218983847267,2,"winner_loser"
"CDR_e001_A.Sisyrinchium campestre.12","CDR_e001_A","1","CDR","e001","biomass","Sisyrinchium campestre",0.193863766812706,0.0788142792676776,NA,NA,1,"winner_loser"
"ASGA_Exp1_a.Carex tonsa.1_0_PA2","ASGA_Exp1_a","1_0_PA","ASGA","Exp1","biomass","Carex tonsa",0.30307865781691,0.257572109951966,0.036272537226531,0.0341866665390356,4,"winner_loser"
"ASGA_Exp1_a.Centaurea stoebe.1_0_PA2","ASGA_Exp1_a","1_0_PA","ASGA","Exp1","biomass","Centaurea stoebe",0.308723213866419,0.288378824591218,0.0420305484618084,0.0504727771063865,13,"winner_loser"
"ASGA_Exp1_a.Linaria canadensis.1_0_PA2","ASGA_Exp1_a","1_0_PA","ASGA","Exp1","biomass","Linaria canadensis",0.514652947759663,0.36574485238205,0.027243212303305,0.0220596886792692,12,"winner_loser"
"ASGA_Exp1_a.Polygonum douglasii.1_0_PA2","ASGA_Exp1_a","1_0_PA","ASGA","Exp1","biomass","Polygonum douglasii",0.519925042932561,0.424597046175647,0.0244035759318235,0.0324395937508321,10,"winner_loser"
"ASGA_Exp1_a.Rubus flagellaris.1_0_PA2","ASGA_Exp1_a","1_0_PA","ASGA","Exp1","biomass","Rubus flagellaris",0.297912456330559,0.185406751019252,0.063002336016668,0.071708362553552,25,"winner_loser"
"ASGA_Exp1_a.Centaurea stoebe.1_0_UN2","ASGA_Exp1_a","1_0_UN","ASGA","Exp1","biomass","Centaurea stoebe",0.297498544641041,0.279477146304068,0.00704034774101404,0.0082969289891448,2,"winner_loser"
"ASGA_Exp1_a.Linaria canadensis.1_0_UN2","ASGA_Exp1_a","1_0_UN","ASGA","Exp1","biomass","Linaria canadensis",0.517467854171294,0.401154438906062,NA,NA,1,"winner_loser"
"ASGA_Exp1_a.Panicum depauperatum.1_0_UN2","ASGA_Exp1_a","1_0_UN","ASGA","Exp1","biomass","Panicum depauperatum",0.195074629670929,0.144434392102064,0.0863513536349168,0.0893816222797815,2,"winner_loser"
"ASGA_Exp1_a.Polygonum douglasii.1_0_UN2","ASGA_Exp1_a","1_0_UN","ASGA","Exp1","biomass","Polygonum douglasii",0.486701908193282,0.38158582601444,0.0041081491025523,0.00107637103220727,2,"winner_loser"
"CDR_e002_C.Hedeoma hispida.1_f_u_n2","CDR_e002_C","1_f_u_n","CDR","e002","biomass","Hedeoma hispida",0.299644919587506,0.179959566978775,0.0404005987530577,0.00228921947906926,2,"winner_loser"
"KNZ_change_0.Salvia azurea.152","KNZ_change_0","15","KNZ","change","cover","Salvia azurea",0.419493202467675,0.376521338060527,NA,NA,1,"winner_loser"
"KNZ_change_0.Solidago canadensis.152","KNZ_change_0","15","KNZ","change","cover","Solidago canadensis",0.297545172892558,0.235056432598097,NA,NA,1,"winner_loser"
"NIN_HerbDiv_0.Ambrosia psilostachya.1F2","NIN_HerbDiv_0","1F","NIN","HerbDiv","cover","Ambrosia psilostachya",0.189470573162752,0.168245683032929,NA,NA,1,"winner_loser"
"NANT_wet_Nant-Mrsh_TNC_S.Elymus virginicus.1N0P2","NANT_wet_Nant-Mrsh_TNC_S","1N0P","NANT","wet","cover","Elymus virginicus",0.183734643747373,0.0553519476519163,NA,NA,1,"winner_loser"
"CDR_e002_C.Elymus repens.2_f_u_n2","CDR_e002_C","2_f_u_n","CDR","e002","biomass","Elymus repens",0.155696802126667,0.106761352923939,0.0293526764822727,0.00712187350468476,3,"winner_loser"
